show_id,titulo,tipo,plataforma,director,elenco,pais,fecha_agregado,anio_lanzamiento,clasificacion,duracion,genero,descripcion,puntaje
netflix_s2532,Dilan 1990,Movie,Netflix,"Fajar Bustomi, Pidi Baiq","Vanesha Prescilla, Iqbaal Ramadhan, Debo Andryos, Giulio Parengkuan, Omara Esteghlal, Yoriko Angeline, Zulfa Maharani, Brandon Salim",Indonesia,2020-05-14,2018,TV-14,109.0,Dramas,"At a Bandung high school, charming and rebellious Dilan vies for the affections of shy new student Milea.",
hbomax_tm139142,Daredevil,Movie,HBO Max,Mark Steven Johnson,"Ben Affleck, Jennifer Garner, Colin Farrell, Michael Clarke Duncan",US,2003-01-01,2003,PG-13,103.0,fantasy,A man blinded in a childhood accident fights crime using his superhumanly-elevated remaining senses.,5.3
netflix_s2949,The Pharmacist,TV Show,Netflix,"Julia Willoughby Nason, Jenner Furst",,United States,2020-02-05,2020,TV-MA,1.0,Crime TV Shows,"After his son's tragic death, a Louisiana pharmacist goes to extremes to expose the rampant corruption behind the opioid addiction crisis.",
netflix_s8191,The Angry Birds Movie 2,Movie,Netflix,"Thurop Van Orman, John Rice","Jason Sudeikis, Rachel Bloom, Leslie Jones, Josh Gad, Bill Hader, Danny McBride, Awkwafina, Sterling K. Brown, Tiffany Haddish, Eugenio Derbez",Finland,2020-02-27,2019,PG,97.0,Children & Family Movies,Enemies turn into frenemies when the Pigs call for a truce with the Birds to unite against a formidable new foe that’s threatening all of their homes.,
netflix_s2253,Your Excellency,Movie,Netflix,Funke Akindele,"Akin Lewis, Funke Akindele, Kemi Lala Akindoju, Shaffy Bello, Kunle Coker, Eku Edewor, Alexx Ekubo, Osas Ighodaro Ajibade, Seyi Law, Falz, Chigul, Deyemi Okanlawon, Beverly Osu, Toni Tones, Christian Paul, Bimbo Manuel, Helen Paul",,2020-07-10,2019,TV-G,120.0,Comedies,"Bumbling through politics, a billionaire businessman's presidential campaign seems destined for disaster until it gets a boost from social media.",
netflix_s7509,Moonwalkers,Movie,Netflix,Antoine Bardou-Jacquet,"Ron Perlman, Rupert Grint, Robert Sheehan, Stephen Campbell Moore, Eric Lampaert, Kevin Bishop, Tom Audenaert, Erika Sainte",France,2017-09-08,2015,R,96.0,Action & Adventure,"A brain-addled war vet, a failing band manager and a Stanley Kubrick impersonator help the CIA construct an epic scam by faking the 1969 moon landing.",
netflix_s8750,Winter Sun,TV Show,Netflix,,"Şükrü Özyıldız, Aslı Enver, Şenay Gürler, Başak Parlak, Mahir Günşiray, Hakan Boyav, Hakan Gerçek, Berrak Kuş, Gamze Süner Atay, Mehmet Esen",Turkey,2017-08-01,2014,TV-MA,1.0,International TV Shows,"Years after ruthless businessmen kill his father and order the death of his twin brother, a modest fisherman adopts a new persona to exact revenge.",
hbomax_ts224077,To Your Eternity,TV Show,HBO Max,,"Reiji Kawashima, Kenjiro Tsuda, Eri Inagawa, Rie Hikisaka",JP,2021-01-01,2021,TV-MA,2.0,action,"In the beginning, an ""orb"" is cast unto Earth. ""It"" can do two things: change into the form of the thing that stimulates ""it""; and come back to life after death. ""It"" morphs from orb to rock, then to wolf, and finally to boy, but roams about like a newborn who knows nothing. As a boy, ""it"" becomes Fushi. Through encounters with human kindness, Fushi not only gains survival skills, but grows as a ""person"". But his journey is darkened by the inexplicable and destructive enemy Nokker, as well as cruel partings with the people he loves.",8.5
netflix_s842,Gatao - The Last Stray,Movie,Netflix,Ray Jiang,"Cheng Jen-shuo, Nikki Hsieh, Jack Kao, Lung Shao-hua, Alan Kuo, Alex Ko, Huang Shang-ho, Gary Tang, Chang Zhang-xing, Panda Wu, Samuel Ku, Justin Sheng",,2021-05-26,2021,TV-MA,120.0,Action & Adventure,Romance unexpectedly blossoms when a freelance photographer arrives late to her assignment at a full moon celebration thrown for a mob boss's newborn.,
netflix_s38,Angry Birds,TV Show,Netflix,,"Antti Pääkkönen, Heljä Heikkinen, Lynne Guaglione, Pasi Ruohonen, Rauno Ahonen",Finland,2021-09-16,2018,TV-Y7,1.0,Kids' TV,"Birds Red, Chuck and their feathered friends have lots of adventures while guarding eggs in their nest that pesky pigs keep trying to steal.",
prime_s5153,Honesty Weekend,Movie,Prime Video,Leslie Thomas,"Adam Bartley, Natalie Ceballos, Dioni Michelle Collins, Sabina Gadecki, Pete Ploszek, Evan Watkins, Allan Wasserman, Lorraine Pascale, Susan Walter",,,2021,18+,89.0,Comedy,"A young couple on the rocks is prescribed a weekend of total honesty to turn their marriage around. When their rambunctious group of friends joins them for a getaway, the good, the bad, and the hilarious comes out in a way that only long-time friends can reveal. This no-holds-barred weekend of truth-telling, fun, and chaos may not have been the best idea.",
prime_s4416,Jana,Movie,Prime Video,Shaji Kailas,"Ajith Kumar, Sneha, Raghuvaran, Manivannan",,,2004,ALL,161.0,Action,"Jana always stands for his villagers, against the atrocities committed by Veerapandi. Manimegalai, Veerapandi's daughter, falls in love with Jana, but is stunned when she learns about his past life.",
netflix_s8774,Yanda Kartavya Aahe,Movie,Netflix,Kedar Shinde,"Ankush Choudhary, Smita Shewale, Mohan Joshi, Atmaram Bhende, Asha Bhende",India,2018-01-01,2006,TV-PG,151.0,Comedies,"Thanks to an arranged marriage that was designed to make an ailing grandmother happy, newlyweds Rahul and Swati are virtually strangers. Can a four-day honeymoon make a difference when it comes to the couple's feelings about each other?",
disney_ts42209,The Lion Guard,TV Show,Disney+,,"Dusan Brown, Joshua Rush, Max Charles, Atticus Shaffer",US,2016-01-01,2016,TV-G,3.0,family,"Simba's son, Kion, assembles a group of animals to protect the Pride Lands, known as the Lion Guard.",6.4
prime_s762,The Angry Red Planet,Movie,Prime Video,Ib Melchior,"Gerald Mohr, Nora Hayden",,,1960,13+,83.0,Science Fiction,"A science-fiction tale of an expedition to the ""angry red planet"" of Mars...running into all sorts of alien terrors, including unfriendly Martian plants and a terrifying kind of giant mouse/spider hybrid.",
hbomax_ts21776,Teen Titans,TV Show,HBO Max,,"Greg Cipes, Scott Menville, Khary Payton, Tara Strong",US,2003-01-01,2003,TV-Y7,5.0,action,"The Teen Titans are five heroes under one roof. Their names: Robin, Starfire, Raven, Cyborg, and Beast Boy They live in a large tower in the shape of a T that they call Titan Tower. No secret identities. No school. Just superheroes being superheroes. They must go up against their arch nemesis, Slade, and his evil minions. What he really plans to do is unknown but one thing's for sure... he's an evil madman.",7.9
netflix_s6746,Feel Rich,Movie,Netflix,Peter Spirer,"Quincy Jones, Common, Russell Simmons, Fat Joe, Paul Wall, Quincy Jones III",United States,2017-08-23,2017,TV-MA,70.0,Documentaries,"Talking squarely to the hip-hop generation, musicians, athletes and others outline the benefits of exercise, a healthy diet and spiritual wellness.",
disney_ts307165,Life Below Zero: First Alaskans,TV Show,Disney+,,,US,2022-01-01,2022,TV-14,2.0,documentation,"Follows Alaskan Natives who are focusing on their right to preserve their threatened ways of life, to ensure its survival for the next thousand years.",8.0
netflix_s683,Why Are You Like This,TV Show,Netflix,,"Naomi Higgins, Olivia Junkeer, Wil King",Australia,2021-06-19,2021,TV-MA,1.0,International TV Shows,"Three best friends negotiate work, fun, identity politics, hookups and wild nights out in this razor-sharp satire of 20-something life in Melbourne.",
prime_s8616,Tugged,TV Show,Prime Video,,"Liam Gist, Zakiya Mathews, Ashley Mathaw, Chelley Chelle",,,2021,18+,1.0,Drama,"Bree takes her first breath as a free woman as she is released from serving her sentence for credit card fraud after the 2020 Pandemic in Los Angeles. She took charges for her Boyfriend Shaun, who was late to pick her up. Once a Bonnie & Clyde kind of love, now, they fight and fuss at each other after losing everything, both of them are holding on to grudges and pain.",
prime_s4808,Halloween Party,Movie,Prime Video,Jay Dahl,"Amy Groening, T. Thomason, Marietta Laan, Shelley Thompson, Jeremy Akerman, Zach Faye, Scott Bailey, Taylor Olson, Murlane Carew, Jason Daley",,,2020,,93.0,Drama,"When her best friend dies mysteriously, college student Grace enlists a talented I.T. student, Spencer, to help her investigate. The two soon discover that the school has a terrible secret - their dorm rooms were once used as a hospice to house dying patients, including The Balloon Babies, monstrously disfigured teens who wore masks twenty-four seven for ""The Halloween Party.""",
netflix_s8034,Sky on Fire,Movie,Netflix,Ringo Lam,"Daniel Wu, Joseph Chang, Amber Kuo, Zhang Jingchu, Ruoyun Zhang",China,2017-08-05,2016,TV-MA,100.0,Action & Adventure,The security chief at a top-level medical facility must fight to ensure that revolutionary cancer research doesn't fall into the wrong hands.,
netflix_s8678,Vikings Unearthed,Movie,Netflix,Harvey Lilley,Eric Meyers,United States,2017-03-01,2016,TV-PG,113.0,Documentaries,Archaeologist Sarah Parcak follows clues to early Viking explorations and discusses just what these notoriously fierce warriors were really like.,
prime_s97,Wildlike,Movie,Prime Video,Frank Hall Green,"Bruce Greenwood, Ella Purnell, Brian Geraghty",,,2021,16+,104.0,Action,"An unlikely friendship forms in the spectacular Alaskan wilderness, giving a runaway girl hope and sanctuary in America's last frontier.",
netflix_s8145,Taal,Movie,Netflix,Subhash Ghai,"Anil Kapoor, Aishwarya Rai Bachchan, Akshaye Khanna, Amrish Puri, Alok Nath, Mita Vasisht, Saurabh Shukla, Supriya Karnik",India,2018-03-01,1999,TV-PG,177.0,Dramas,"Businessman Manav falls for aspiring singer Mansi, but their romance faces an uphill climb when Manav must depart and Mansi's suave manager moves in.",
disney_ts57318,Animal Fight Night,TV Show,Disney+,,,GB,2013-01-01,2013,TV-PG,6.0,documentation,"Featuring battles between some of the biggest and baddest fighters of the animal kingdom and some of the most surprising, revealing the extraordinary motivations and strategies that fuel each incredible brawl.",6.7
prime_s2359,Ghost Hour,Movie,Prime Video,Nils Skapāns,,,,2014,ALL,7.0,Kids,"Just like every other night, the ghost goes out to haunt and spook every one. Just like every other night,the little girl has to eat the healthy porridge that she doesn't like. And this time it so happens that the girl and the ghost meet, and the girl doesn't really want to be afraid of the ghost. So, they can't do anything but laugh about misunderstandings and... become friends.",
netflix_s4271,LAST HOPE,TV Show,Netflix,,"Tomoaki Maeno, Kana Hanazawa, Kenjiro Tsuda, Nao Toyama, Yuma Uchida, Unsho Ishizuka, Yuuichirou Umehara, Ai Kayano",Japan,2018-12-21,2018,TV-14,2.0,Anime Series,"After causing the near extinction of mankind seven years ago, genius scientist Leon Lau must now fight the ecological disaster he unwittingly created.",
netflix_s2719,Community,TV Show,Netflix,,"Ken Jeong, Jim Rash, Donald Glover, Joel McHale, Gillian Jacobs, Danny Pudi, Alison Brie, Chevy Chase, Yvette Nicole Brown",United States,2020-04-01,2015,TV-14,6.0,TV Comedies,"When his degree is found bogus, lawyer Jeff Winger is sent back to college, where he meets students and teachers with credentials as dubious as his.",
disney_tm108880,The Hunchback of Notre Dame,Movie,Disney+,"Gary Trousdale, Kirk Wise","Tom Hulce, Demi Moore, Heidi Mollenhauer, Tony Jay",US,1996-01-01,1996,G,91.0,drama,"At the urging of his gargoyle pals, Quasimodo leaves Notre Dame tower against the wishes of his guardian, the evil Judge Claude Frollo. He ventures out to the Festival of Fools and finds his first true friend, a Romani woman named Esmeralda, who entrusts him with a secret. When the secret is revealed, Quasi soon finds himself fighting to save the people and city he loves.",7.0
netflix_s5767,Fall in Love with Me,TV Show,Netflix,,"Aaron Yan, Tia Lee, Jack Lee, Katherine Wang, Beatrice Fang, Vince Kao, Chen Bor Jeng",Taiwan,2016-10-01,2014,TV-14,1.0,International TV Shows,The head of a struggling ad agency finds herself torn between a hotshot executive and a kind stranger – not realizing they're the same person.,
prime_s5759,White Blessing,Movie,Prime Video,Janchivdorj Sengedorj,"Jinjmaa, Bazarragchaa Logo, Batmend Baast",,,2017,16+,105.0,Drama,This film is based on a real-life event of Sumiya Dorjsuren who competes in the 57 kg and ranks world number one judoka according to the Olympic ranking qualification in Rio Olympics 2016. The film has attracted many actual life events of Sumiya Dorjsuren including happy and sad moments but it will conclude with her competing in the Olympics and hoping that she'd be successful.,
prime_s1088,Scenic Walks Around the World,TV Show,Prime Video,,Michael Lumsden,,,2008,ALL,1.0,TV Shows,"Reader's Digest takes you to the world's most unique places of natural beauty best captured on foot. This exhilarating collection ventures off the beaten path to witness sights tourists seldom see, sights you will never forget, and will want to revisit again and again!",
prime_s6694,Burning Plain,Movie,Prime Video,Guillermo Arriaga,"Charlize Theron, Kim Basinger, Jennifer Lawrence, Jose Maria Yazpik, Joaquim de Almeida, Tessa Ia, Diego J. Torres, J.D. Pardo, Danny Pino, magnolia, Magnolia",,,2009,R,107.0,Arthouse,"From writer/director Guillermo Arriaga comes THE BURNING PLAIN, a romantic mystery about a woman on the edge who takes an emotional journey back to the defining moment of her life. Oscar-winner Charlize Theron plays Sylvia, a beautiful restaurant manager whose cool, professional demeanor masks the sexually charged storm within. When a stranger from Mexico confronts her with her mysterious past, Sylvia is launched into a journey through space and time that inextricably connects her to these disparate characters, all of whom are grappling with their own romantic destinies. In Mexico, a young motherless girl, Maria (Tessa Ia), lives happily with her father and his best friend until a tragic accident changes it all. In the New Mexico border town of Las Cruces, two teenagers, Mariana (Jennifer Lawrence) and Santiago (JD Pardo), find love in the aftermath of their parents' sudden deaths. In an abandoned trailer, a housewife, Gina (Oscar-winner Kim Basinger), embarks on a passionate affair that will put Sylvia and the others on a collision course with the explosive power of forbidden love.",
